Back to Contents;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Table 11; CPIH Weights: 2006 to 2018 1;;;;;;;;;;;;;;;;
;J4LP  ;07.3.1.2 Passenger transport by underground and tram; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,60;2,60;2,86;2,86;2,60;2,86
;L5FD  ;07.3.2/6 Passenger transport by road and other transport services;12;11;11;11;11;11;10;10;9;9;10;10;10;10;10
;J4LQ  ;07.3.2.1 Passenger transport by bus and coach; ..; ..; ..; ..; ..; ..; ..; ..; ..;4,68;4,90;5,00;5,00;4,40;4,40
;J4LR  ;07.3.2.2 Passenger transport by taxi and hired car with driver; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,88;3,40;3,00;3,00;3,60;3,60
;J4LS  ;07.3.6.2 Removal and storage services; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,44;1,70;2,00;2,00;2,00;2,00
;L5FE  ;07.3.3 Passenger transport by air;5;6;7;7;8;7;6;5;5;5;6;6;4;6;4
;L5FF  ;07.3.4 Passenger transport by sea and inland waterway;1;1;2;2;2;2;1;1;3;2;3;3;3;3;3
;;;;;;;;;;;;;;;;;
;L5FG  ;08.1 Postal services;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
;;;;;;;;;;;;;;;;;
;L5FH;08.2/3 Telephone and telefax equipment and services;19;18;17;17;19;19;21;23;24;24;24;20;20;19;19
;J4LV  ;08.2.0.1 Fixed telephone equipment; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,20;0,20;0,20;0,20;0,19;0,19
;J4LW  ;08.2.0.2 Mobile telephone equipment; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,80;1,00;0,80;0,80;0,95;0,95
;J4LY  ;08.3.0.1 Wired telephone services; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,00;2,00;2,00;2,00;1,90;1,90
;J4LZ  ;08.3.0.2 Wireless telephone services; ..; ..; ..; ..; ..; ..; ..; ..; ..;7,20;7,20;7,40;7,40;7,03;7,03
;J4M2  ;08.3.0.3 Internet access provision services; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,60;0,60;0,60;0,60;0,57;0,57
;J4M3  ;08.3.0.4 Bundled telecommunication services; ..; ..; ..; ..; ..; ..; ..; ..; ..;9,20;9,00;9,00;9,00;8,36;8,36
;;;;;;;;;;;;;;;;;
;L5FI  ;09.1 Audio-visual equipment and related products;22;23;22;18;19;22;19;19;17;18;16;14;15;14;14
;L5FJ  ;09.1.1 Reception and reproduction of sound and pictures;5;5;5;5;5;5;5;5;4;4;4;3;3;4;4
;J4MF  ;09.1.1.1 Equipment for the reception, recording and reproduction of sound; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,96;0,96;0,72;0,72;0,96;0,96
;J4MG  ;09.1.1.2 Equipment for the reception, recording and reproduction of sound and vision; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,56;2,56;1,92;1,92;2,56;2,56
;J4MJ  ;09.1.1.3 Portable sound and vision devices; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,28;0,28;0,21;0,21;0,28;0,28
;J4MK  ;09.1.1.9 Other equipment for the reception, recording and reproduction of sound and picture; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,20;0,20;0,15;0,15;0,20;0,20
;L5FK  ;09.1.2 Photographic, cinematographic and optical equipment;4;3;3;3;3;4;3;2;2;2;2;1;2;1;1
;L5FL  ;09.1.3 Data processing equipment;4;5;4;4;5;6;5;6;6;7;6;5;5;5;5
;J4UX  ;09.1.3.1 Personal computers; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,52;2,10;2,60;2,60;2,10;2,10
;J4VE  ;09.1.3.2 Accessories for information processing equipment; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,92;1,60;1,60;1,60;1,60;1,60
;J4VF  ;09.1.3.3 Software; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,56;1,30;0,80;0,80;1,30;1,30
;L5FM  ;09.1.4 Recording media;8;9;9;5;5;6;5;5;4;4;3;4;4;3;3
;J4VG  ;09.1.4.1 Pre-recorded recording media; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,64;1,76;3,52;3,52;2,64;2,64
;J4VH  ;09.1.4.2 Unrecorded recording media; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,15;0,10;0,20;0,20;0,15;0,15
;J4VI  ;09.1.4.9 Other recording media; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,21;0,14;0,28;0,28;0,21;0,21
;L5FN  ;09.1.5 Repair of audio-visual equipment & related products;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
;;;;;;;;;;;;;;;;;
;L5FO  ;09.2 Oth. major durables for recreation & culture;7;7;7;7;7;8;8;7;8;8;9;12;13;14;14
;L5FP  ;09.2.1/2/3 Major durables for in/outdoor recreation and their maintenance;7;7;7;7;7;8;8;7;8;8;9;12;13;14;14
;J4VY  ;09.2.1.1 Camper vans; ..; ..; ..; ..; ..; ..; ..; ..; ..;4,50;5,28;6,24;6,76;7,14;7,14
;J4VZ  ;09.2.1.3 Boats, outboard motors and fitting out of boats; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,30;2,86;2,64;2,86;3,36;3,36
;J4W3  ;09.2.1.5 Major items for games and sport; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,70;0,55;0,96;1,04;1,40;1,40
;J4W4  ;09.2.2.1 Musical instruments; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,80;0,99;0,84;0,91;1,12;1,12
;J4W2  ;09.2.3.0 Maintenance and repair of other major durables for recreation and culture; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,70;1,32;1,32;1,43;0,98;0,98
;;;;;;;;;;;;;;;;;
;L5FQ  ;09.3 Other recreational items, gardens and pets;30;30;31;29;32;29;28;27;30;29;27;30;30;29;29
;L5FR  ;09.3.1 Games, toys and hobbies;18;17;18;16;19;17;16;16;17;17;16;16;16;17;17
;J4W5  ;09.3.1.1 Games and hobbies; ..; ..; ..; ..; ..; ..; ..; ..; ..;6,60;7,04;7,04;7,04;7,48;7,48
;J4WK  ;09.3.1.2 Toys and celebration articles; ..; ..; ..; ..; ..; ..; ..; ..; ..;8,40;8,96;8,96;8,96;9,52;9,52
;L5FS  ;09.3.2 Equipment for sport and open-air recreation;3;3;3;3;3;2;3;3;3;3;2;3;3;2;2
;J4WL  ;09.3.2.1 Equipment for sport; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,58;1,58;2,37;2,37;1,58;1,58
;J4WM  ;09.3.2.2 Equipment for camping and open-air recreation; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,42;0,42;0,63;0,63;0,42;0,42
;L5FT  ;09.3.3 Gardens, plants and flowers;4;4;4;4;4;4;3;3;3;3;3;4;4;3;3
;J4WN  ;09.3.3.1 Garden products; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,39;0,39;0,52;0,52;0,39;0,39
;J4WO  ;09.3.3.2 Plants and flowers; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,61;2,61;3,48;3,48;2,61;2,61
;L5FU  ;09.3.4/5 Pets, related products and services;5;6;6;6;6;6;6;5;7;6;6;7;7;7;7
;J4WP  ;09.3.4.1 Purchase of pets ; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,24;0,24;0,35;0,35;0,35;0,35
;J4X5  ;09.3.4.2 Products for pets; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,76;2,94;3,64;3,64;3,64;3,64
;J4X6  ;09.3.5.0 Veterinary and other services for pets; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,00;2,82;3,01;3,01;3,01;3,01
;;;;;;;;;;;;;;;;;
;L5FV  ;09.4 Recreational and cultural services;23;25;26;26;25;24;24;23;24;25;27;26;26;23;23
;L5FW  ;09.4.1 Recreational and sporting services;7;8;9;9;8;7;7;7;7;7;8;8;8;7;7
;J4X7  ;09.4.1.1 Recreational and sporting services - Attendance        ; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,19;1,36;1,36;1,36;1,19;1,19
;J4X8  ;09.4.1.2 Recreational and sporting services - Participation; ..; ..; ..; ..; ..; ..; ..; ..; ..;5,81;6,64;6,64;6,64;5,81;5,81
;L5FX  ;09.4.2 Cultural services;16;17;17;17;17;17;17;16;17;18;19;18;18;16;16
;J4X9  ;09.4.2.1 Cinemas, theatres, concerts; ..; ..; ..; ..; ..; ..; ..; ..; ..;7,56;7,20;6,48;6,48;5,76;5,76
;J4XA  ;09.4.2.2 Museums, libraries, zoological gardens; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,99;3,80;3,42;3,42;3,04;3,04
;J4XB  ;09.4.2.3 Television and radio licence fees, subscriptions; ..; ..; ..; ..; ..; ..; ..; ..; ..;7,98;7,60;6,84;6,84;6,08;6,08
;J4XC  ;09.4.2.4 Hire of equipment and accessories for culture; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,63;0,60;0,54;0,54;0,48;0,48
;J4XD  ;09.4.2.5 Photographic services; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,84;0,80;0,72;0,72;0,64;0,64
;;;;;;;;;;;;;;;;;
;L5FY  ;09.5 Books, newspapers and stationery;14;14;13;14;13;12;11;11;11;11;11;9;9;9;9
;L5FZ  ;09.5.1 Books;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3
;J4XE  ;09.5.1.1 Fiction books; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,23;1,23;1,23;1,23;1,17;1,17
;J4XF  ;09.5.1.3 Other non-fiction books; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,50;1,53;1,50;1,50;1,59;1,59
;J4XG  ;09.5.1.4 Binding services and e-book downloads; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,27;0,24;0,27;0,27;0,24;0,24
;L5G2  ;09.5.2 Newspapers and periodicals;6;6;5;5;5;4;4;4;4;4;4;3;3;3;3
;J4XH  ;09.5.2.1 Newspapers; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,68;2,68;2,01;2,01;2,04;2,04
;J4XI  ;09.5.2.2 Magazines and periodicals; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,32;1,32;0,99;0,99;0,96;0,96
;J4XJ  ;09.5.3.0 Miscellaneous printed matter; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,16;1,16;0,75;0,75;0,99;0,99
;L5G3  ;09.5.3/4 Misc. printed matter, stationery, drawing materials;4;4;4;5;5;5;4;4;4;4;4;3;3;3;3
;J4XK  ;09.5.4.1 Paper products; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,40;1,40;1,20;1,20;1,08;1,08
;J4XL  ;09.5.4.9 Other stationery and drawing materials; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,44;1,44;1,05;1,05;0,93;0,93
;;;;;;;;;;;;;;;;;
;L5G4  ;09.6 Package holidays;21;23;23;22;24;22;19;27;26;27;29;28;28;31;31
;;;;;;;;;;;;;;;;;
;L5DA  ;10.0 Education;13;14;15;17;15;15;15;17;18;21;20;17;17;18;18
;J4XO;10.1/2/5 Pre-primary, primary and secondary education(incl not definable by level) ; ..; ..; ..; ..; ..; ..; ..; ..; ..;7,03;7,03;6,46;6,46;5,94;5,94
;J4XP  ;10.4 Tertiary education; ..; ..; ..; ..; ..; ..; ..; ..; ..;11,97;11,97;10,54;10,54;12,06;12,06
;;;;;;;;;;;;;;;;;
;L5G5  ;11.1 Catering services;91;94;93;89;88;83;79;79;80;81;81;77;77;75;75
;L5G6  ;11.1.1 Restaurants & cafes;81;84;84;80;79;75;70;71;73;74;74;70;70;69;69
;J4XR  ;11.1.1.1 Restaurants, cafes and dancing establishments ; ..; ..; ..; ..; ..; ..; ..; ..; ..;55,50;55,50;52,50;52,50;51,75;51,75
;J4XS  ;11.1.1.2 Fast food and take away food services; ..; ..; ..; ..; ..; ..; ..; ..; ..;18,50;18,50;17,50;17,50;17,25;17,25
;L5G7  ;11.1.2 Canteens;10;10;9;9;9;8;9;8;7;7;7;7;7;6;6
;;;;;;;;;;;;;;;;;
;L5G8  ;11.2 Accommodation services;14;15;15;14;14;14;14;15;16;17;17;24;24;22;22
;J4XU  ;11.2.0.1 Hotels, motel, inns and similar accommodation services ; ..; ..; ..; ..; ..; ..; ..; ..; ..;14,24;14,79;20,88;20,88;19,14;19,14
;J4XV  ;11.2.0.2 Holiday centres, camping sites, youth hostels and similar accommodation services; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,48;0,51;0,72;0,72;0,66;0,66
;J4XW  ;11.2.0.3 Accommodation services of other establishments; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,28;1,70;2,40;2,40;2,20;2,20
;;;;;;;;;;;;;;;;;
;L5G9  ;12.1 Personal care;25;24;24;25;23;23;22;23;24;25;25;25;25;24;25
;L5GA  ;12.1.1 Hairdressing and personal grooming establishments;6;6;6;7;6;6;6;6;6;6;6;6;6;6;6
;J4XX  ;12.1.1.1 Hairdressing for men and children; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,32;1,32;1,32;1,32;1,32;1,32
;J4XY  ;12.1.1.2 Hairdressing for women; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,70;2,70;2,70;2,70;2,70;2,70
;J4XZ  ;12.1.1.3 Personal grooming treatments; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,98;1,98;1,98;1,98;1,98;1,98
;J4Y2  ;12.1.2.1 Electric appliances for personal care; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,26;1,33;0,95;0,95;0,90;0,95
;L5GB  ;12.1.2/3 Appliances and products for personal care;19;18;18;18;17;17;16;17;18;19;19;19;19;18;19
;J4Y3  ;12.1.3.1 Non electric appliances; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,08;1,14;1,33;1,33;1,08;1,14
;J4Y4  ;12.1.3.2 Articles for personal hygiene and wellness; ..; ..; ..; ..; ..; ..; ..; ..; ..;15,66;16,53;16,72;16,72;16,02;16,91
;;;;;;;;;;;;;;;;;
;L5GC  ;12.3 Personal effects (nec);8;8;8;9;9;8;10;10;11;12;12;11;11;12;12
;L5GD  ;12.3.1 Jewellery, clocks and watches;5;5;5;6;6;6;6;6;7;8;7;7;7;8;8
;J4Y5  ;12.3.1.1 Jewellery; ..; ..; ..; ..; ..; ..; ..; ..; ..;5,11;5,11;5,11;5,11;5,84;5,84
;J4Y6  ;12.3.1.2 Clocks and watches; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,40;1,40;1,40;1,40;1,60;1,60
;J4Y7  ;12.3.1.3 Repair of jewellery, clocks and watches; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,49;0,49;0,49;0,49;0,56;0,56
;L5GE  ;12.3.2 Other personal effects;3;3;3;3;3;2;4;4;4;4;5;4;4;4;4
;J4Y8  ;12.3.2.1 Travel goods; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,15;3,30;2,60;2,60;2,16;2,16
;J4Y9  ;12.3.2.2 Articles for babies; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,55;0,55;0,44;0,44;1,04;1,04
;J4YA  ;12.3.2.9 Other personal effects n.e.c.; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,30;1,15;0,96;0,96;0,80;0,80
;;;;;;;;;;;;;;;;;
;L5GF  ;12.4 Social protection;10;10;9;8;9;9;11;11;9;10;13;12;13;14;14
;J4YB  ;12.4.0.1 Child care services; ..; ..; ..; ..; ..; ..; ..; ..; ..;6,36;7,41;6,84;7,41;9,24;9,24
;J4YC  ;12.4.0.2 Retirement homes for elderly persons and residences for disabled; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,84;3,51;3,36;3,64;2,24;2,24
;J4YD  ;12.4.0.3 Services to maintain people in their private homes; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,80;2,08;1,80;1,95;2,52;2,52
;;;;;;;;;;;;;;;;;
;L5GG  ;12.5 Insurance;7;6;6;6;7;7;7;7;7;8;7;7;7;7;7
;L5GH  ;12.5.2 House contents insurance;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
;L5GI  ;12.5.3/5 Health insurance and other insurance;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2
;L5GJ  ;12.5.4 Transport insurance;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3
;J4YG  ;12.5.4.1 Motor vehicle insurance; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,72;2,79;2,79;2,79;2,79;2,79
;J4YH  ;12.5.4.2 Travel insurance; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,28;0,21;0,21;0,21;0,21;0,21
;;;;;;;;;;;;;;;;;
;L5GK  ;12.6 Financial services (nec);23;22;22;23;23;21;19;25;13;9;9;11;11;9;9
;L5GL  ;12.6.2 Other financial services (nec);23;22;22;23;23;21;19;25;13;9;9;11;11;9;9
;J4YI  ;12.6.2.1 Charges by banks and post offices; ..; ..; ..; ..; ..; ..; ..; ..; ..;7,59;7,37;7,37;7,37;6,03;6,03
;J4YJ  ;12.6.2.2 Fees and service charges of brokers, investment counsellors; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,41;3,63;3,63;3,63;2,97;2,97
;;;;;;;;;;;;;;;;;
;L5GM;12.7 Other services (nec);10;9;9;9;9;9;9;8;8;9;10;10;10;10;10
;J4YK  ;12.7.0.1 Administrative fees; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,30;0,30;0,30;0,30;0,30;0,30
;J4YL  ;12.7.0.2 Legal services and accountancy; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,80;1,90;1,90;1,90;1,80;1,80
;J4YM  ;12.7.0.3 Funeral services; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,00;2,00;2,10;2,10;2,00;2,00
;J4YN  ;12.7.0.4 Other fees and services; ..; ..; ..; ..; ..; ..; ..; ..; ..;5,90;5,80;5,70;5,70;5,90;5,90
;;;;;;;;;;;;;;;;;
; Key:    - zero or negligible   ..  not available (nec) not elsewhere covered;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;As of 21 March 2017, an additional level of detail (COICOP5-level) is provided for CPIH and CPI. These are given 5-digit reference codes in these tables;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;Source: ;;;;;;;;;;;;;;;;
;Office for National Statistics;;;;;;;;;;;;;;;;
;Prices Division;;;;;;;;;;;;;;;;
;2.001 Cardiff Road;;;;;;;;;;;;;;;;
;Newport;;;;;;;;;;;;;;;;
;South Wales;;;;;;;;;;;;;;;;
;NP10 8XG;;;;;;;;;;;;;;;;
;Tel: +44 (0) 1633 456900;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;http://www.ons.gov.uk;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
